text,pages,sections
France had to bear losses because of the seven year war with Britain and supporting the American freedom struggle. The heavy taxes were another reason for the French revolution. of France had to pay about 60% of their income as tax.,[127],['It was the middle class that was educated and rich in the French society. Yet they']
"taxes that made people suffer. Taille, Gabelle and Capitation are three examples for  Taille – A levy charged on houses and lands of the general public. Cities like Lion and Paris were free of this tax.",[127],['It was the middle class that was educated and rich in the French society. Yet they']
" Gabelle - This was charged on salt. Every adult had to buy seven pounds of Voltaire explained the importance of expressing one’s own ideas freely. The price of salt differed from area to area. Because of that, salt criticized the monarchy and the monopoly of the church.",[128],['It was the middle class that was educated and rich in the French society. Yet they']
"was transported illegally from areas where salt was cheap to areas where salt Rousseau presented the concept people's sovereignty The transportation of salt was a government monopoly and through his book called ""The Social Contract"".",[128],['It was the middle class that was educated and rich in the French society. Yet they']
"thousands of people who transported salt illegally were imprisoned. exclaimed that the king must work for the betterment of people; if otherwise, the people have the rights to chase  Capitation – This was introduced in 1695 as a levy charged from everybody.",[128],['It was the middle class that was educated and rich in the French society. Yet they']
"His ideas became the foundation of But when in function, the cost had to be completely borne by the general equality and people’s sovereignty. On the other hand, the French soldiers who went to",[128],['It was the middle class that was educated and rich in the French society. Yet they']
"Because of the area based administration system in France, laws and taxes were support the American freedom struggle had identified This situation became an obstacle to local and foreign concept of freedom there and started to activate it in",[128],"['It was the middle class that was educated and rich in the French society. Yet they', 'concept of freedom there and started to activate it in']"
"trade and economic development of France. The middle class people who were France encouraging the French revolution. engaged in trade had to pay high taxes due to these taxes, laws and regulations.",[128],['concept of freedom there and started to activate it in']
reported that a water vessel that carried wine from southern France to Paris had to Fig 7.11 Rousseau pay taxes at 40 places and for that purpose they had to spend additional two weeks There was no security for the money invested by middle class people because the state treasury was bankrupt.,[128],"['class people because the state treasury was bankrupt. This was an obstacle for the', 'concept of freedom there and started to activate it in', 'in addition to the cost. There was no security for the money invested by middle']"
development of the middle class. The middle class expected an economic system By 1789 the closest reason for the French revolution is the situation arose due to the free from government interference.,[128],['class people because the state treasury was bankrupt. This was an obstacle for the']
But the French monarchy failed to provide the financial problems in France where there had been continuous protests. efficient administration on economic security expected by the middle class. in taxes was necessary to settle that situation.,[128],"['class people because the state treasury was bankrupt. This was an obstacle for the', 'in taxes was necessary to settle that situation. The king had to summon the council']"
"The king had to summon the council were the reasons for the middle class to lead the revolution. called, States General Council. There were problems on the agenda of the meeting",[128],"['called, States General Council. There were problems on the agenda of the meeting', 'in taxes was necessary to settle that situation. The king had to summon the council']"
"because the bureau had not met for 175 years. The representatives of aristocrats, priests and general public were there in the council.  Philosophical Ideas that helped the Revolution",[128],"['called, States General Council. There were problems on the agenda of the meeting']"
demanded that they and the priests should meet as a noble board. get together with the priests and defeat the proposals of the lower class people. The emerging bitter feelings against the monarchy were king also agreed to this but the lower class people disagreed.,[128],"['called, States General Council. There were problems on the agenda of the meeting']"
"catalyzed by French philosophical ideas. the third class which represented the general public met separately. like Montesquieu, Voltaire and Rousseau expressed ideas that encouraged the revolution.",[128],"['catalyzed by French philosophical ideas. Philosophers', 'like Montesquieu, Voltaire and Rousseau expressed ideas']"
"The third class which called themselves the National Bureau gathered in an indoor tennis court and took oaths not to dismiss until a new constitution has been designed Montesquieu in his book, “The Spirit of Laws” explained for France because the king closed the hall where the aristocrats met due to their",[128],"['like Montesquieu, Voltaire and Rousseau expressed ideas']"
"the harm in allowing one person to exercise the whole This is called the “oath in the tennis court”. power of a nation and stated that such a condition led Therefore, he suggested dividing power",[128],"['influence. This is called the “oath in the tennis court”. The general public of France', 'like Montesquieu, Voltaire and Rousseau expressed ideas']"
"into three institutions as legislature, parliament and judiciary and he further explained that a dictatorship can Voltaire explained the importance of expressing one’s own ideas freely. criticized the monarchy and the monopoly of the church.","[128, 129]","['Voltaire explained the importance of expressing one’s own ideas freely. He severely', 'criticized the monarchy and the monopoly of the church.', 'into three institutions as legislature, parliament and']"
"Rousseau presented the concept people's sovereignty through his book called ""The Social Contract"". exclaimed that the king must work for the betterment of people; if otherwise, the people have the rights to chase",[129],['criticized the monarchy and the monopoly of the church.']
"His ideas became the foundation of equality and people’s sovereignty. On the other hand, the French soldiers who went to support the American freedom struggle had identified",[129],['criticized the monarchy and the monopoly of the church.']
concept of freedom there and started to activate it in France encouraging the French revolution. By 1789 the closest reason for the French revolution is the situation arose due to the financial problems in France where there had been continuous protests.,[129],['concept of freedom there and started to activate it in']
"in taxes was necessary to settle that situation. The king had to summon the council called, States General Council. There were problems on the agenda of the meeting",[129],"['called, States General Council. There were problems on the agenda of the meeting', 'in taxes was necessary to settle that situation. The king had to summon the council']"
"because the bureau had not met for 175 years. The representatives of aristocrats, priests and general public were there in the council. demanded that they and the priests should meet as a noble board.",[129],"['called, States General Council. There were problems on the agenda of the meeting']"
get together with the priests and defeat the proposals of the lower class people. king also agreed to this but the lower class people disagreed. the third class which represented the general public met separately. The third class which called themselves the National Bureau gathered in an indoor,[129],"['called, States General Council. There were problems on the agenda of the meeting']"
tennis court and took oaths not to dismiss until a new constitution has been designed for France because the king closed the hall where the aristocrats met due to their This is called the “oath in the tennis court”. The people of Paris who were fed,"[129, 130]","['The people of Paris who were fed', 'called, States General Council. There were problems on the agenda of the meeting', 'influence. This is called the “oath in the tennis court”. The general public of France']"
up of the monarchy gathered in France attacked the Bastille prison which was considered a symbol of injustic of the French monarchy,[130],"['France attacked the Bastille prison', 'injustic of the French monarchy', 'up of the monarchy gathered in', 'which was considered a symbol of']"
"and released the prisoners on 14th Fig 7.12 – Attack on Bastille prison The rebellion started in France, spread all around the country. As a result the king’s power was lost and both central and local",[130],"['control this situation. As a result the king’s power was lost and both central and local', 'injustic of the French monarchy']"
administration went into the hands of the rebels. calm by establishing a national security force and rebel committees under the leader King Louise XVI and Queen Antoinette were trialed under the rebels and both of them were sentenced to death.,[130],"['called ‘Lafayette’. King Louise XVI and Queen Antoinette were trialed under the', 'calm by establishing a national security force and rebel committees under the leader', 'control this situation. As a result the king’s power was lost and both central and local']"
" Results of the French Revolution There were several changes in the political, economic and social sectors of France Through this revolution in which people rose against a powerful monarchy and unjust social economic system, world was gifted with",[130],['called ‘Lafayette’. King Louise XVI and Queen Antoinette were trialed under the']
numerous experiences and examples.  the interest on fundamental human rights all over the world The french revolutionalists published a human rights convention in 1791. explained that the fundamental human rights are rights that the people are born,[130],['called ‘Lafayette’. King Louise XVI and Queen Antoinette were trialed under the']
with and not something that is given by the rulers. Some concepts mentioned in the  every human being should have equal rights because everybody is born a free  every citizen has a right to be a part of imposing law.,[130],"['called ‘Lafayette’. King Louise XVI and Queen Antoinette were trialed under the', 'convention are;', 'individual.']"
" every citizen should have the right to express their ideas freely and follow The three concepts; freedom, equality and brotherhood which were the main slogans of the French revolution had high regard in the three quotations of the above mentioned human rights convention.","[130, 131]",['individual.']
People who were suppressed around the world by social inequality were blessed with this. the world later legalized the fundamental human rights in their constitution. There were so many changes in France due to the French revolution.,[131],['individual.']
considered as results of the revolution. downfall of the French monarchy relief for French farmers and labourers instability of political states in France,[131],['considered as results of the revolution. Some such changes are;']
"Governments changed in quick succession after the revolution because those who led the revolution had different political views. This situation lasted from 1789 Because of this unstable political situation, Napoleon Bonaparte, an army",[131],"['considered as results of the revolution. Some such changes are;', 'led the revolution had different political views. This situation lasted from 1789']"
"officer captured power in France in 1799. After that, it was a completely new political system that existed in France. Write an essay on “Human rights won by French people”.",[131],['led the revolution had different political views. This situation lasted from 1789']
"Russia was an empire which covered almost one sixth of the world land by the 20th A systematic organization was needed to govern this huge empire. rulers in Russia those days carried out a stern administration with the help of army forces, police and intelligence services.",[131],"['7.3 Russian Revolution', 'century. A systematic organization was needed to govern this huge empire. The']"
"The deism of the Christian church helped Under this condition the rulers of Russia, Tsars worked Majority farmers, and the labour class created as a result of the industrial development were under the hard grip of the church and aristocrats due",[131],"['century. A systematic organization was needed to govern this huge empire. The', 'industrial development were under the hard grip of the church and aristocrats due', 'like dictators. Majority farmers, and the labour class created as a result of the']"
to the feudal social system that existed in Russia. People had to suffer a lot because Russia too took part in World War I. Because of that the theme of the revolution,[131],['industrial development were under the hard grip of the church and aristocrats due']
"Two revolutions occurred under these themes in March Let’s now probe deep into this revolution which developed with As a result, farming was disturbed because there were no experienced farmers. the purpose of creating a society with no class boundaries. The production of necessary items such as food, medicine, manure was disturbed","[131, 132]",['industrial development were under the hard grip of the church and aristocrats due']
"because a majority of the factories were used for armament production. of that, there was a shortage of food in the country and food prices increased a lot.  Reasons for the Revolution People suffered a lot because the price of bread went up. By the 20th century in Russia as well as in France, a corrupted dictating monarchy",[132],['industrial development were under the hard grip of the church and aristocrats due']
Tsars who became the kings of Russia worked according to anointed kingship. They believed that kingship was granted to them by god and led a corrupted ruling system paying attention only to their needs. People were made to suffer by charging The March revolution in 1917 began with a strike in a textile factory.,[132],['industrial development were under the hard grip of the church and aristocrats due']
taxes in order to increase the income of the government. The kings who followed mega strike within three days. All underprivileged groups gathered in this. the anointed kingship paid more attention to religion without trying to solve the protested along roads demanding for bread.,[132],['industrial development were under the hard grip of the church and aristocrats due']
Even the soldiers in Tsar’s government economic and social problems of the people. The king had to give up his throne in March 1917 because he could not control people’s protests.,[132],"['could not control people’s protests. After this, the administration power was taken', 'industrial development were under the hard grip of the church and aristocrats due']"
"After this, the administration power was taken When the economic and social system of Russia was considered, it seemed that by a group of rebels led by a leader called Kerensky. They too did not have solutions there existed an agricultural economic system based on a feudal social system.",[132],"['could not control people’s protests. After this, the administration power was taken']"
"Land to the problems of the country. Farmers who were the general public of the country, farmers had to work like slaves. Aristocrats were the rich and slaves were considered The necessity of the country by that time was land for farmers, peace for soldiers and",[132],"['could not control people’s protests. After this, the administration power was taken']"
"Farmers had to suffer a lot because they had to pay a part food for all. Because of that, the farmers started to engage in subversive activities by of their harvest earned by cultivating the land of aristocrats as tax to the church, setting fire to lands, robbing and destroying the landowners. A labour community had emerged as a result of the rulers of the new government worked in unison with capitalists going against the",[132],"['could not control people’s protests. After this, the administration power was taken']"
"industrialization that spread in Russia by the 19th century. Anyway, their condition expectations of the underprivileged. Soldiers too became disheartened because the was better than that of farmers.",[132],"['industrialization that spread in Russia by the 19th century. Anyway, their condition expectations of the underprivileged. Soldiers too became disheartened because the']"
But they were a small minority. The middle class was new government too continued the war. also a minority and most of them were government servants. was existing in Russia they lost the war with Japan in 1904 and 1905.,[132],"['industrialization that spread in Russia by the 19th century. Anyway, their condition expectations of the underprivileged. Soldiers too became disheartened because the']"
"It was one of  Revolution in October 1917 the closest reasons to rise a rebellion against the government in 1905. against the government that was started as farmers’ rebellions and labour strikes At the same time, Bolsheviks under the leadership of Lenin worked with the aim of was joined by the rebels of the navy.",[132],"['industrialization that spread in Russia by the 19th century. Anyway, their condition expectations of the underprivileged. Soldiers too became disheartened because the']"
"Though the rebels could not win this fight, it creating a government of farmers and labourers by establishing organizations called became a good omen for a struggle against the government. Soviet Bureaus all over the country. There were two political groups as Bolsheviks",[132],"['industrialization that spread in Russia by the 19th century. Anyway, their condition expectations of the underprivileged. Soldiers too became disheartened because the']"
"and Mensheviks at the beginning of the Russian revolution. Though Tsars made some political reforms understanding that people were rising minority that believed that the problems of people can be solved through minor against the government, people were not satisfied with that and started launching reforms. The majority were the Bolsheviks who believed in communism.",[132],"['industrialization that spread in Russia by the 19th century. Anyway, their condition expectations of the underprivileged. Soldiers too became disheartened because the']"
"There the king ignored the protests and started repressing people. aim was to build a class free society based on communist ideas by breaking down Because of that, the Bolshevik party which was led by Lenin, the leader of rebels the capitalist economic system. This organization which was headed by Lenin and",[132],"['industrialization that spread in Russia by the 19th century. Anyway, their condition expectations of the underprivileged. Soldiers too became disheartened because the']"
"stepped out of the council called Duma and started to function secretly. At the same Trotsky received the support of underprivileged groups such as labourers, farmers, time, World War I was started in 1914. Russia too joined in it as a part of allied soldiers etc.",[132],"['industrialization that spread in Russia by the 19th century. Anyway, their condition expectations of the underprivileged. Soldiers too became disheartened because the']"
"The temporary government which was established after the March Russia had to suffer great losses due to the war. There, Russian farmers and revolution, was disliked by the people because they could not solve the burning labourers were recruited in the army in masses.",[132],"['industrialization that spread in Russia by the 19th century. Anyway, their condition expectations of the underprivileged. Soldiers too became disheartened because the', 'labourers were recruited in the army in masses. It was done against their consent. problems of people. V.I. Lenin who noticed the emerging objection of people against']"
"It was done against their consent. Lenin who noticed the emerging objection of people against As a result, farming was disturbed because there were no experienced farmers. The production of necessary items such as food, medicine, manure was disturbed","[132, 133]",['labourers were recruited in the army in masses. It was done against their consent. problems of people. V.I. Lenin who noticed the emerging objection of people against']
"because a majority of the factories were used for armament production. of that, there was a shortage of food in the country and food prices increased a lot. People suffered a lot because the price of bread went up. The March revolution in 1917 began with a strike in a textile factory.",[133],['labourers were recruited in the army in masses. It was done against their consent. problems of people. V.I. Lenin who noticed the emerging objection of people against']
mega strike within three days. All underprivileged groups gathered in this. protested along roads demanding for bread. Even the soldiers in Tsar’s government,[133],['labourers were recruited in the army in masses. It was done against their consent. problems of people. V.I. Lenin who noticed the emerging objection of people against']
"The king had to give up his throne in March 1917 because he could not control people’s protests. After this, the administration power was taken by a group of rebels led by a leader called Kerensky.",[133],"['could not control people’s protests. After this, the administration power was taken', 'labourers were recruited in the army in masses. It was done against their consent. problems of people. V.I. Lenin who noticed the emerging objection of people against']"
"They too did not have solutions to the problems of the country. The necessity of the country by that time was land for farmers, peace for soldiers and Because of that, the farmers started to engage in subversive activities by",[133],"['could not control people’s protests. After this, the administration power was taken']"
"setting fire to lands, robbing and destroying the landowners. rulers of the new government worked in unison with capitalists going against the expectations of the underprivileged. Soldiers too became disheartened because the",[133],"['could not control people’s protests. After this, the administration power was taken']"
"new government too continued the war. At the same time, Bolsheviks under the leadership of Lenin worked with the aim of creating a government of farmers and labourers by establishing organizations called Soviet Bureaus all over the country.",[133],"['could not control people’s protests. After this, the administration power was taken', 'creating a government of farmers and labourers by establishing organizations called']"
There were two political groups as Bolsheviks and Mensheviks at the beginning of the Russian revolution. minority that believed that the problems of people can be solved through minor The majority were the Bolsheviks who believed in communism.,[133],['creating a government of farmers and labourers by establishing organizations called']
"aim was to build a class free society based on communist ideas by breaking down the capitalist economic system. This organization which was headed by Lenin and Trotsky received the support of underprivileged groups such as labourers, farmers,",[133],['creating a government of farmers and labourers by establishing organizations called']
"The temporary government which was established after the March revolution, was disliked by the people because they could not solve the burning Lenin who noticed the emerging objection of people against the temporary government said, “If we do not grasp power at this moment, history The Tsar’s administration was completely wiped out and instead of that a new group","[133, 134]",['creating a government of farmers and labourers by establishing organizations called']
"will not sympathize on us.” Accordingly the revolution was started in October of officers was appointed that was selected based on the soviet bureaus consisting Armed forces captured the major government centres (railways, banks, post of labourers and farmers. Russia was named as United States of Soviet Russia after Rebels protested along streets under the theme, ‘peace, land, and food’.",[134],"['1917. Armed forces captured the major government centres (railways, banks, post of labourers and farmers. Russia was named as United States of Soviet Russia after', 'creating a government of farmers and labourers by establishing organizations called']"
"Thus, Russia became a country that accepted the socialist concept. Socialism is a political point of view that follows the communist concepts such as the acceptance of common rights of people for the wealth of the society, providing every person equal opportunity to develop their skills and equal distribution of",[134],"['1917. Armed forces captured the major government centres (railways, banks, post of labourers and farmers. Russia was named as United States of Soviet Russia after']"
 priority was given to common development and common needs over personal  wiping out of social injustic and inequality  building up of a noble human society that treats everybody in comradeship Fig 7.13 – V.I Lenin Fig 7.14 – Leon Trotsky shedding all class differences in the society;,[134],"['1917. Armed forces captured the major government centres (railways, banks, post of labourers and farmers. Russia was named as United States of Soviet Russia after', 'needs']"
were the characteristics of this society. The middle class and soldiers who understood that no protection could be expected The spreading of socialist philosophy all over the world is another result of the from the government did not show any opposition to the protestors.,[134],['needs']
"Socialism and capitalism became the two major trends in the was supported by all but rulers. This proves how critical was the pressure felt by Therefore, most of the countries in the world that were",[134],['needs']
"That is how they could win the revolution without much retaliation. favourable towards Russia included aspects of socialism into their constitutions. According to the world accepted calendar the revolution took place in November, :- China, East Germany, South Korea, Cuba are some of them.",[134],['needs']
"but according to the calendar used in Russia it was October. became to be known as 1917 October revolution. As mentioned at the beginning of this lesson after the American revolution, the  The Results of the Revolution powerful country called America was created and a capitalist group of countries",[134],['needs']
"camped around America accepting the capitalist economic system. The major result of this revolution is the establishment of a government by After the Russian revolution, another group of countries camped around Russia Bolsheviks headed by Lenin by defeating the government led by Kerensky.",[134],['camped around America accepting the capitalist economic system.']
The countries that did not belong to either camp became non- Bolshevik party later became the Communist party. Sri Lanka is a country that follows non-aligned principles. end the war with Germany and bring peace to the country.,[134],['camped around America accepting the capitalist economic system.']
That was the expectation of the soldiers. abolished the personal land ownership that existed under the feudal system. land taken over to the government was distributed among farmers to be cultivated  ACTIVITY as small farms and later they were turned into big communal farms.,[134],"['camped around America accepting the capitalist economic system.', 'land taken over to the government was distributed among farmers to be cultivated \uf0ea ACTIVITY']"
started cultivating under communal ownership. The farmers received the land they Write an essay on the positive characteristics of socialism. All the factories in Russia were peopalized and their management was given to Soviet Bureaus of labourers under the guidance of the,[134],['land taken over to the government was distributed among farmers to be cultivated \uf0ea ACTIVITY']
"In addition to this, banks and transportation too were peoplized. The Tsar’s administration was completely wiped out and instead of that a new group of officers was appointed that was selected based on the soviet bureaus consisting Russia was named as United States of Soviet Russia after","[134, 135]","['communist party. In addition to this, banks and transportation too were peoplized.']"
"Thus, Russia became a country that accepted the socialist concept. Socialism is a political point of view that follows the communist concepts such as the acceptance of common rights of people for the wealth of the society, providing every person equal opportunity to develop their skills and equal distribution of",[135],"['communist party. In addition to this, banks and transportation too were peoplized.']"
 priority was given to common development and common needs over personal  wiping out of social injustic and inequality  building up of a noble human society that treats everybody in comradeship shedding all class differences in the society;,[135],"['communist party. In addition to this, banks and transportation too were peoplized.', 'needs']"
"were the characteristics of this society. The spreading of socialist philosophy all over the world is another result of the Socialism and capitalism became the two major trends in the Therefore, most of the countries in the world that were",[135],['needs']
"favourable towards Russia included aspects of socialism into their constitutions. :- China, East Germany, South Korea, Cuba are some of them. As mentioned at the beginning of this lesson after the American revolution, the powerful country called America was created and a capitalist group of countries",[135],['needs']
"camped around America accepting the capitalist economic system. After the Russian revolution, another group of countries camped around Russia The countries that did not belong to either camp became non- Sri Lanka is a country that follows non-aligned principles.",[135],['camped around America accepting the capitalist economic system.']
Write an essay on the positive characteristics of socialism. 8 The war that spread throughout the world between 1914 and 1918 is named as World The history does not know any war that invaded every continent before this. This war began in Europe and later spread into their colonies also.,"[135, 136]","['8 The war that spread throughout the world between 1914 and 1918 is named as World', 'camped around America accepting the capitalist economic system.']"
"United States too joined the war, it became a world war that invaded all continents. • France and Germany became enemies in the attempt of making a united The two world wars that affected the whole world took place during the first half There was no country called Germany at the Both of these wars started in Europe and then spread into the",[136],"['Introduction', 'World Wars and Conventions']"
beginning of the 19th century though there were These battles are called world wars because a number of powerful about 350 small states where people who spoke the countries took part in these wars and affected the whole world.,[136],"['Introduction', 'countries took part in these wars and affected the whole world. World leaders']"
It was the skillful leader called stepped into different conventions in order to avoid further world wars because Otto von Bismarck who created the country called of the disaster caused in the first two world wars.,[136],"['Otto von Bismarck who created the country called', 'countries took part in these wars and affected the whole world. World leaders']"
"This lesson focuses its attention Germany by making those small states united. on the factors that led to the world wars, their nature, results as well as the United Nation’s Organization and its importance.",[136],['Otto von Bismarck who created the country called']
Bismarck established the united Germany in 1870 and started a war with France to show the strength France suffered heavy losses in this Since then these two neighbouring countries,[136],"['8.1 World War I', 'Otto von Bismarck who created the country called', 'and started a war with France to show the strength']"
"• Behaviour of German Emperor, William II The creator of Germany, Bismarck was satisfied with the establishment of the powerful and united country He was not interested in colonization.",[136],"['8.1 World War I', 'called Germany. He was not interested in colonization.']"
"But the German emperor (Keizer) in 1887, King William II was not so satisfied. a German empire through colonization Fig 8.2 German Emperor William II",[136],"['a German empire through colonization', 'called Germany. He was not interested in colonization.']"
by acting against the aims of Bismarck. In this attempt the foreign affairs policy of Germany generated suspicion among other nations in the world. Map 8.1 How World War I spread all over the world,[136],"['In this attempt the foreign affairs policy', 'a German empire through colonization']"
"The war that spread throughout the world between 1914 and 1918 is named as World The history does not know any war that invaded every continent before this. This war began in Europe and later spread into their colonies also. United States too joined the war, it became a world war that invaded all continents.",[137],['In this attempt the foreign affairs policy']
• France and Germany became enemies in the attempt of making a united There was no country called Germany at the beginning of the 19th century though there were about 350 small states where people who spoke the,[137],"['In this attempt the foreign affairs policy', 'There was no country called Germany at the']"
It was the skillful leader called Otto von Bismarck who created the country called Germany by making those small states united. Bismarck established the united Germany in 1870,[137],"['Otto von Bismarck who created the country called', 'There was no country called Germany at the']"
"and started a war with France to show the strength France suffered heavy losses in this Since then these two neighbouring countries • Behaviour of German Emperor, William II",[137],['and started a war with France to show the strength']
"The creator of Germany, Bismarck was satisfied with the establishment of the powerful and united country He was not interested in colonization. But the German emperor (Keizer) in 1887, King",[137],"['and started a war with France to show the strength', 'called Germany. He was not interested in colonization.']"
William II was not so satisfied. a German empire through colonization Fig 8.2 German Emperor William II by acting against the aims of Bismarck.,[137],"['a German empire through colonization', 'called Germany. He was not interested in colonization.']"
In this attempt the foreign affairs policy of Germany generated suspicion among other nations in the world. were strengthened in order to establish a German empire. Britain was distressed was always in fear that France would fight back in revenge and recapture Alsace,"[137, 138]",['In this attempt the foreign affairs policy']
"with this fact and strengthened their forces in competition to Germany. Therefore, the foreign policy of Germany after 1870 was building emerged a tensed situation in Europe. friendship with powerful countries in Europe and working to isolate France in",[138],['In this attempt the foreign affairs policy']
"Two camps of countries emerged based on France and Germany in Europe • Competition for colonies because France too started building friendships with European nations. of this, one camp was created by Germany, Austria and Italy and the other was built By the mid 19th century the powerful countries in Europe had entered a competition including Britain, France and Russia.",[138],['In this attempt the foreign affairs policy']
"Here, the camp including Germany was called of establishing colonies in Asia and Africa. Britain could claim the highest number the central powers and the camp with France was called the Allied camp. The runners up were Belgium, France, Portugal, Spain and Holland.",[138],['In this attempt the foreign affairs policy']
"countries too joined one of these camps according to their necessities. till 1914 there were verbal battles between these camps. Germany that was able to achieve a rapid industrial development after the establishment of a united Germany, wanted to find a market for their products.",[138],['In this attempt the foreign affairs policy']
"The • Assassination of Austria’s Heir of Throne other nations were suspicious about Germany’s approach towards Asia and Africa. Specially, Britain took this as a challenge to their existing power. for colonies manured hostile feelings between powerful nations who were in",[138],['In this attempt the foreign affairs policy']
"• Competition for Armaments and Development of Racism Since the latter part of the 19th century, every powerful country in Europe (Germany, Britain, France, and Russia) believed in being armed to increase their power. German commander, Von Volk has said, “you will have to be armed for 50 years",[138],['In this attempt the foreign affairs policy']
Fig 8.3 – A picture depicting the assassination of Franz Ferdinand and his wife and to protect what you have gained in 5 years by means of armaments.” This shows the dependence on armaments the Germans had. armament production among some European countries because they depended on,[138],"['In this attempt the foreign affairs policy', 'the vehicle they travelled']"
"When Europe was on the verge of a war, the heir to the throne in Austria, prince Franz Ferdinand and his wife were murdered when they were touring in Sarajevo, the This was done by two Serbians. On the other hand, because Germany and Italy became united based on nationalism,",[138],"['capital of Bosnia. This was done by two Serbians.', 'the vehicle they travelled']"
Austria treated this as a conspiracy against them a nationalistic trend began to grow in Europe. A special characteristic in nationalism and demanded for compensation from Serbia,[138],"['Austria treated this as a conspiracy against them', 'and demanded for compensation from Serbia']"
is that they treat their country in high regard considering other countries as inferior This situation created problems among nations. against Serbia on the 28th July 1914 because Serbia • Foreign Policy of Bismarck that tried to isolate France in Europe,[138],['is that they treat their country in high regard considering other countries as inferior']
called the ‘Sarajevo incident’ is believed to be the closest reason for the beginning of World War I. Bismarck of Germany who defeated France in war in 1870 captured the two fertile areas called Alsace and Lorraine that belonged to France.,[138],"['called the ‘Sarajevo incident’ is believed to be the', 'closest reason for the beginning of World War I.']"
"Fig 8.4 Prince Franz Ferdinand was always in fear that France would fight back in revenge and recapture Alsace Therefore, the foreign policy of Germany after 1870 was building friendship with powerful countries in Europe and working to isolate France in","[138, 139]",['closest reason for the beginning of World War I.']
"Two camps of countries emerged based on France and Germany in Europe because France too started building friendships with European nations. of this, one camp was created by Germany, Austria and Italy and the other was built including Britain, France and Russia.",[139],"['closest reason for the beginning of World War I.', 'including Britain, France and Russia. Here, the camp including Germany was called']"
"Here, the camp including Germany was called the central powers and the camp with France was called the Allied camp. countries too joined one of these camps according to their necessities. till 1914 there were verbal battles between these camps.",[139],"['countries too joined one of these camps according to their necessities. Since then,', 'including Britain, France and Russia. Here, the camp including Germany was called']"
"• Assassination of Austria’s Heir of Throne Fig 8.3 – A picture depicting the assassination of Franz Ferdinand and his wife and When Europe was on the verge of a war, the heir to the throne in Austria, prince Franz Ferdinand and his wife were murdered when they were touring in Sarajevo, the",[139],"['countries too joined one of these camps according to their necessities. Since then,', 'the vehicle they travelled']"
This was done by two Serbians. Austria treated this as a conspiracy against them and demanded for compensation from Serbia against Serbia on the 28th July 1914 because Serbia,[139],"['Austria treated this as a conspiracy against them', 'and demanded for compensation from Serbia', 'capital of Bosnia. This was done by two Serbians.']"
called the ‘Sarajevo incident’ is believed to be the closest reason for the beginning of World War I. Fig 8.4 Prince Franz Ferdinand  Countries that took part in World War I,"[139, 140]","['called the ‘Sarajevo incident’ is believed to be the', 'closest reason for the beginning of World War I.']"
"Allied countries Central powers France, Great Britain, Russia, United Germany, Austria, Italy, Turkey, States of America Bulgaria, Hungary The declaration of war against Serbia by Austria in Sarajevo incident was hailed",[140],['Allied countries Central powers']
by Germany which was a friendly country of Austria. Serbia wanted to gain help from their friendly countries. the military power of Austria requested for aid from Russia and Russia too agreed Though Germany which was partial to Austria requested Russia not to support,[140],['Allied countries Central powers']
"Serbia, Russia ignored the request. Therefore, Germany too entered the war in As a result, Germany declared war against Russia on the 01st of By that time France and Russia had been friendly countries and Germany which",[140],['Allied countries Central powers']
thought that France would support Russia because of their friendship declared war against France also with no second thoughts. There was a hatred between Germany and France since Germany was united.,[140],['Allied countries Central powers']
"Germany thought of attacking France before she entered war and invaded Belgium and started attacking France through Britain considering this stubborn behaviour of Germany a threat to their security and because of the friendship between Britain and France, she came in",[140],['Allied countries Central powers']
"support of France declaring war against Germany. Britain had colonies all around Because Britain entered war, the effects of war were felt by There had been fights both on land and sea between the two parties.",[140],['Allied countries Central powers']
"drawn battles in which modern weapons were used. As a result, one out of four ships launched by Britain were attacked by German submarines.  United States of America joining the war","[140, 141]",['Allied countries Central powers']
"United States of America, which was a powerful country by this time, was impartial They entered war because one of their commuter ships, Lusitania was drowned by a German submarine. America joining the allied forces was one",[141],['Allied countries Central powers']
"of the major reasons for the defeat of Germany. possessed, the army and navy which numbered up to two million soldiers and the modern weapons became unbearable threats to the opposition. A special incident that took place during the war is that Italy which was in the central",[141],['Allied countries Central powers']
"camp came into a secret agreement with the Allies and declared war on Germany. Because of this act military secrets that were there between Germany and Austria fell into the hands of the enemies and this became a disadvantage to Germany. Because of the attacks of Allied forces, Germany lost its forces and their military",[141],['camp came into a secret agreement with the Allies and declared war on Germany.']
